Seller ID,Probabilidade_de_Transacao
100001098,0.08
100000011,0.06
100000348,0.05
100001955,0.04
100001122,0.033617461007064336
100000501,0.033617461007064336
100002269,0.033617461007064336
100000655,0.033617461007064336
100001535,0.033617461007064336
100002283,0.033617461007064336
100002281,0.033617461007064336
100002279,0.033617461007064336
100002278,0.033617461007064336
100001383,0.033617461007064336
100002277,0.033617461007064336
100000916,0.033617461007064336
100002276,0.033617461007064336
100001013,0.033617461007064336
100000936,0.033617461007064336
100002275,0.033617461007064336
100002286,0.033617461007064336
100002274,0.033617461007064336
100002273,0.033617461007064336
100002270,0.033617461007064336
100001021,0.03336568432684342
100001596,0.03336568432684342
100000104,0.03336568432684342
100002331,0.03336568432684342
100002327,0.03336568432684342
100002325,0.03336568432684342
100002343,0.03336568432684342
100001034,0.03336568432684342
100000621,0.03336568432684342
100000947,0.03336568432684342
100002366,0.03336568432684342
100002405,0.03336568432684342
100001035,0.03336568432684342
100001708,0.03336568432684342
100000984,0.03336568432684342
100001711,0.03336568432684342
100002423,0.03336568432684342
100002418,0.03336568432684342
100000263,0.03336568432684342
100002415,0.03336568432684342
100000794,0.03336568432684342
100002388,0.03336568432684342
100002375,0.03336568432684342
100002360,0.03336568432684342
100002358,0.03336568432684342
100002356,0.03336568432684342
100002355,0.03336568432684342
100002345,0.03336568432684342
100001123,0.03336568432684342
100001950,0.03
100000278,0.03
100000359,0.03
100001334,0.03
100001956,0.03
100000246,0.03
100001687,0.03
100000065,0.03
100001005,0.03
100001954,0.03
100001833,0.03
100001951,0.03
100000195,0.03
100000062,0.03
100000298,0.03
100000638,0.03
100001926,0.025007628909929268
100001271,0.02
100001948,0.02
100001333,0.02
100000039,0.02
100002244,0.02
100002239,0.02
100000871,0.02
100002206,0.02
100002189,0.02
100000367,0.02
100002187,0.02
100000174,0.02
100001966,0.02
100002069,0.02
100002167,0.02
100000481,0.02
100001633,0.02
100001960,0.02
100002170,0.02
100000471,0.02
100000059,0.02
100001958,0.02
100000095,0.02
100000602,0.02
100001957,0.02
100001760,0.02
100000315,0.02
100000852,0.02
100002284,0.02
100001172,0.02
100000024,0.02
100000699,0.02
100001797,0.02
100002246,0.02
100002321,0.02
100002319,0.02
100001963,0.02
100002298,0.02
100000863,0.02
100002245,0.02
100002296,0.02
100002295,0.02
100002292,0.02
100002291,0.02
100000522,0.02
100002426,0.01931353075542971
100000141,0.01931353075542971
100001362,0.01931353075542971
100002402,0.01931353075542971
100002217,0.017464204026634993
100002218,0.017464204026634993
100002219,0.017464204026634993
100000139,0.017464204026634993
100002220,0.017464204026634993
100002221,0.017464204026634993
100002222,0.017464204026634993
100002224,0.017464204026634993
100002225,0.017464204026634993
100002235,0.017464204026634993
100000214,0.017464204026634993
100000771,0.017464204026634993
100000223,0.017464204026634993
100000550,0.017464204026634993
100000332,0.017464204026634993
100001311,0.017464204026634993
100001387,0.017464204026634993
100001791,0.017464204026634993
100002216,0.017464204026634993
100001882,0.017464204026634993
100001962,0.017464204026634993
100002191,0.017464204026634993
100002193,0.017464204026634993
100002194,0.017464204026634993
100002197,0.017464204026634993
100002198,0.017464204026634993
100002199,0.017464204026634993
100002200,0.017464204026634993
100002203,0.017464204026634993
100002204,0.017464204026634993
100002205,0.017464204026634993
100000922,0.017464204026634993
100002207,0.017464204026634993
100002209,0.017464204026634993
100002210,0.017464204026634993
100002211,0.017464204026634993
100001004,0.017464204026634993
100002213,0.017464204026634993
100000453,0.017464204026634993
100002395,0.017316017494004486
100002412,0.016644500916454592
100000339,0.016644500916454592
100001664,0.016644500916454592
100001110,0.016644500916454592
100002346,0.016644500916454592
100000490,0.016644500916454592
100002351,0.016644500916454592
100000109,0.016644500916454592
100002424,0.016644500916454592
100000318,0.016644500916454592
100000280,0.01538092380460838
100000494,0.01538092380460838
100001062,0.01538092380460838
100002397,0.01538092380460838
100002399,0.01538092380460838
100000918,0.01538092380460838
100000633,0.01538092380460838
100000362,0.01538092380460838
100002408,0.01538092380460838
100002322,0.01538092380460838
100002323,0.01538092380460838
100002324,0.01538092380460838
100002338,0.01538092380460838
100002344,0.01538092380460838
100002348,0.01538092380460838
100002350,0.01538092380460838
100000101,0.01538092380460838
100002352,0.01538092380460838
100000097,0.01538092380460838
100000093,0.01538092380460838
100002363,0.01538092380460838
100002374,0.01538092380460838
100002381,0.01538092380460838
100002382,0.01538092380460838
100002384,0.01538092380460838
100002386,0.01538092380460838
100002393,0.01538092380460838
100002394,0.01538092380460838
100002341,0.01538092380460838
100002342,0.01538092380460838
100000387,0.01
100000985,0.01
100000896,0.01
100001991,0.01
100001992,0.01
100001999,0.01
100002001,0.01
100002002,0.01
100002003,0.01
100002004,0.01
100002006,0.01
100002007,0.01
100002008,0.01
100002009,0.01
100002010,0.01
100002011,0.01
100002012,0.01
100002013,0.01
100002014,0.01
100002015,0.01
100002016,0.01
100002018,0.01
100002022,0.01
100002023,0.01
100002025,0.01
100002026,0.01
100002027,0.01
100002028,0.01
100002031,0.01
100002032,0.01
100002041,0.01
100002042,0.01
100002048,0.01
100001567,0.01
100002096,0.01
100002098,0.01
100002101,0.01
100002104,0.01
100002105,0.01
100002109,0.01
100002110,0.01
100002111,0.01
100002115,0.01
100001528,0.01
100001527,0.01
100001525,0.01
100001485,0.01
100002190,0.01
100001925,0.01
100001842,0.01
100001929,0.01
100001826,0.01
100001807,0.01
100001761,0.01
100001746,0.01
100001740,0.01
100001702,0.01
100001683,0.01
100001649,0.01
100001893,0.01
100001626,0.01
100001585,0.01
100001463,0.01
100001968,0.01
100001973,0.01
100001980,0.01
100001982,0.01
100001984,0.01
100001986,0.01
100001987,0.01
100001988,0.01
100001989,0.01
100001447,0.01
100001370,0.01
100001258,0.01
100001252,0.01
100001240,0.01
100000337,0.01
100000870,0.01
100000131,0.01
100001173,0.01
100000127,0.01
100000126,0.01
100001146,0.01
100000485,0.01
100000937,0.01
100002285,0.01
100000119,0.01
100000325,0.01
100000324,0.01
100000116,0.01
100000227,0.01
100000407,0.01
100002302,0.01
100002304,0.01
100000862,0.01
100000138,0.01
100001114,0.01
100000346,0.01
100000912,0.01
100000788,0.01
100000220,0.01
100000106,0.01
100001859,0.01
100000258,0.01
100000685,0.01
100001036,0.01
100000032,0.01
100001106,0.01
100000165,0.01
100000042,0.01
100000919,0.01
100000798,0.01
100000170,0.01
100000769,0.01
100001051,0.01
100000716,0.01
100000368,0.01
100001127,0.01
100000859,0.01
100000901,0.01
100000518,0.01
100001089,0.01
100000953,0.01
100000980,0.01
100000454,0.01
100000983,0.01
100000987,0.01
100000292,0.01
100000383,0.01
100000294,0.01
100000765,0.01
100000087,0.01
100000394,0.01
100000758,0.01
100000813,0.01
100000812,0.01
100000016,0.01
100000021,0.01
100000023,0.01
100002340,0.007946045930417308
100002414,0.007946045930417308
100002379,0.007946045930417308
100002403,0.007946045930417308
100002420,0.007946045930417308
100000738,0.007946045930417308
100002407,0.007946045930417308
100002336,0.007946045930417308
100002367,0.007946045930417308
100002389,0.007946045930417308
100002354,0.007946045930417308
100001473,0.007946045930417308
100002370,0.007946045930417308
100000259,0.0
100000260,0.0
100000261,0.0
100000262,0.0
100000264,0.0
100000265,0.0
100000266,0.0
100000267,0.0
100000268,0.0
100000269,0.0
100000270,0.0
100000271,0.0
100000272,0.0
100000273,0.0
100000274,0.0
100000275,0.0
100000276,0.0
100000277,0.0
100000279,0.0
100000281,0.0
100000282,0.0
100000283,0.0
100000284,0.0
100000285,0.0
100000286,0.0
100000287,0.0
100000288,0.0
100000289,0.0
100000290,0.0
100000291,0.0
100000293,0.0
100000295,0.0
100000296,0.0
100000297,0.0
100000299,0.0
100000300,0.0
100000301,0.0
100000302,0.0
100000303,0.0
100000304,0.0
100000305,0.0
100000306,0.0
100000307,0.0
100000308,0.0
100000309,0.0
100000310,0.0
100000311,0.0
100000312,0.0
100000313,0.0
100000314,0.0
100000316,0.0
100000317,0.0
100000319,0.0
100000320,0.0
100000321,0.0
100000322,0.0
100000323,0.0
100000326,0.0
100000327,0.0
100000328,0.0
100000329,0.0
100000330,0.0
100000331,0.0
100000333,0.0
100000334,0.0
100000335,0.0
100000336,0.0
100000338,0.0
100000340,0.0
100000341,0.0
100000342,0.0
100000343,0.0
100000344,0.0
100000345,0.0
100000347,0.0
100000349,0.0
100000350,0.0
100000351,0.0
100000352,0.0
100000353,0.0
100000354,0.0
100000355,0.0
100000356,0.0
100000357,0.0
100000358,0.0
100000360,0.0
100000361,0.0
100000363,0.0
100000364,0.0
100000365,0.0
100000366,0.0
100000369,0.0
100000370,0.0
100000371,0.0
100000372,0.0
100000373,0.0
100000374,0.0
100000375,0.0
100000376,0.0
100000377,0.0
100000378,0.0
100000379,0.0
100000380,0.0
100000381,0.0
100000382,0.0
100000384,0.0
100000385,0.0
100000386,0.0
100000388,0.0
100000389,0.0
100000390,0.0
100000391,0.0
100000392,0.0
100000393,0.0
100000395,0.0
100000396,0.0
100000397,0.0
100000398,0.0
100000399,0.0
100000400,0.0
100000401,0.0
100000402,0.0
100000403,0.0
100000404,0.0
100000405,0.0
100000406,0.0
100000408,0.0
100000409,0.0
100000410,0.0
100000411,0.0
100000412,0.0
100000413,0.0
100000414,0.0
100000415,0.0
100000416,0.0
100000417,0.0
100000418,0.0
100000419,0.0
100000420,0.0
100000421,0.0
100000422,0.0
100000423,0.0
100000424,0.0
100000425,0.0
100000426,0.0
100000427,0.0
100000428,0.0
100000429,0.0
100000430,0.0
100000431,0.0
100000432,0.0
100000433,0.0
100000434,0.0
100000435,0.0
100000436,0.0
100000437,0.0
100000438,0.0
100000439,0.0
100000440,0.0
100000441,0.0
100000442,0.0
100000443,0.0
100000444,0.0
100000445,0.0
100000446,0.0
100000447,0.0
100000448,0.0
100000449,0.0
100000450,0.0
100000451,0.0
100000452,0.0
100000455,0.0
100000456,0.0
100000457,0.0
100000458,0.0
100000459,0.0
100000460,0.0
100000461,0.0
100000462,0.0
100000463,0.0
100000464,0.0
100000465,0.0
100000466,0.0
100000467,0.0
100000468,0.0
100000469,0.0
100000470,0.0
100000472,0.0
100000473,0.0
100000474,0.0
100000475,0.0
100000476,0.0
100000477,0.0
100000478,0.0
100000479,0.0
100000480,0.0
100000482,0.0
100000483,0.0
100000484,0.0
100000486,0.0
100000487,0.0
100000488,0.0
100000489,0.0
100000491,0.0
100000492,0.0
100000493,0.0
100000495,0.0
100000496,0.0
100000497,0.0
100000498,0.0
100000499,0.0
100000500,0.0
100000502,0.0
100000503,0.0
100000504,0.0
100000505,0.0
100000506,0.0
100000507,0.0
100000508,0.0
100000509,0.0
100000510,0.0
100000511,0.0
100000512,0.0
100000513,0.0
100000514,0.0
100000515,0.0
100000516,0.0
100000517,0.0
100000519,0.0
100000520,0.0
100000521,0.0
100000523,0.0
100000524,0.0
100000525,0.0
100000526,0.0
100000527,0.0
100000528,0.0
100000529,0.0
100000530,0.0
100000531,0.0
100000532,0.0
100000533,0.0
100000534,0.0
100000535,0.0
100000536,0.0
100000537,0.0
100000538,0.0
100000539,0.0
100000540,0.0
100000541,0.0
100000542,0.0
100000543,0.0
100000544,0.0
100000545,0.0
100000546,0.0
100000547,0.0
100000548,0.0
100000549,0.0
100000551,0.0
100000552,0.0
100000553,0.0
100000554,0.0
100000555,0.0
100000556,0.0
100000557,0.0
100000558,0.0
100000559,0.0
100000560,0.0
100000561,0.0
100000562,0.0
100000563,0.0
100000564,0.0
100000565,0.0
100000566,0.0
100000567,0.0
100000568,0.0
